url,book_title,genre,universal_product_code,product_type,base_price,taxed_price,tax,stock_count,reviews,star_rating
https://books.toscrape.com/catalogue/a-light-in-the-attic_1000/index.html,A Light in the Attic,poetry,a897fe39b1053632,books,51.77,51.77,0.0,22,0,3
https://books.toscrape.com/catalogue/set-me-free_988/index.html,Set Me Free,young adult,ce6396b0f23f6ecc,books,17.46,17.46,0.0,19,0,5
https://books.toscrape.com/catalogue/shakespeares-sonnets_989/index.html,Shakespeare's Sonnets,poetry,30a7f60cd76ca58c,books,20.66,20.66,0.0,19,0,4
https://books.toscrape.com/catalogue/mesaerion-the-best-science-fiction-stories-1800-1849_983/index.html,Mesaerion: The Best Science Fiction Stories 1800-1849,science fiction,e30f54cea9b38190,books,37.59,37.59,0.0,19,0,1
https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html,Rip it Up and Start Again,music,a34ba96d4081e6a4,books,35.02,35.02,0.0,19,0,5
https://books.toscrape.com/catalogue/scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),sequential art,3b1c02bac2a429e6,books,52.29,52.29,0.0,19,0,5
https://books.toscrape.com/catalogue/libertarianism-for-beginners_982/index.html,Libertarianism for Beginners,politics,a18a4f574854aced,books,51.33,51.33,0.0,19,0,2
https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html,"Starving Hearts (Triangular Trade Trilogy, #1)",default,0312262ecafa5a40,books,13.99,13.99,0.0,19,0,2
https://books.toscrape.com/catalogue/the-black-maria_991/index.html,The Black Maria,poetry,1dfe412b8ac00530,books,52.15,52.15,0.0,19,0,1
https://books.toscrape.com/catalogue/olio_984/index.html,Olio,poetry,feb7cc7701ecf901,books,23.88,23.88,0.0,19,0,1
https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,default,e10e1e165dc8be4a,books,22.6,22.6,0.0,19,0,4
https://books.toscrape.com/catalogue/the-requiem-red_995/index.html,The Requiem Red,young adult,f77dbf2323deb740,books,22.65,22.65,0.0,19,0,1
https://books.toscrape.com/catalogue/the-dirty-little-secrets-of-getting-your-dream-job_994/index.html,The Dirty Little Secrets of Getting Your Dream Job,business,2597b5a345f45e1b,books,33.34,33.34,0.0,19,0,4
https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html,"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",default,e72a5dfc7e9267b2,books,17.93,17.93,0.0,19,0,3
https://books.toscrape.com/catalogue/sharp-objects_997/index.html,Sharp Objects,mystery,e00eb4fd7b871a48,books,47.82,47.82,0.0,20,0,4
https://books.toscrape.com/catalogue/tipping-the-velvet_999/index.html,Tipping the Velvet,historical fiction,90fa61229261140a,books,53.74,53.74,0.0,20,0,1
https://books.toscrape.com/catalogue/soumission_998/index.html,Soumission,fiction,6957f44c3847a760,books,50.1,50.1,0.0,20,0,1
https://books.toscrape.com/catalogue/sapiens-a-brief-history-of-humankind_996/index.html,Sapiens: A Brief History of Humankind,history,4165285e1663650f,books,54.23,54.23,0.0,20,0,5
https://books.toscrape.com/catalogue/maude-1883-1993she-grew-up-with-the-country_964/index.html,Maude (1883-1993):She Grew Up with the country,default,094b269567e1c300,books,18.02,18.02,0.0,18,0,2
https://books.toscrape.com/catalogue/behind-closed-doors_962/index.html,Behind Closed Doors,thriller,be5cc846f45496fb,books,52.22,52.22,0.0,18,0,4
https://books.toscrape.com/catalogue/you-cant-bury-them-all-poems_961/index.html,You can't bury them all: Poems,poetry,55f9da0c5eea2e10,books,33.63,33.63,0.0,17,0,2
https://books.toscrape.com/catalogue/sophies-world_966/index.html,Sophie's World,philosophy,6be3beb0793a53e7,books,15.94,15.94,0.0,18,0,5
https://books.toscrape.com/catalogue/in-a-dark-dark-wood_963/index.html,"In a Dark, Dark Wood",mystery,19ed25f4641d5efd,books,19.63,19.63,0.0,18,0,1
https://books.toscrape.com/catalogue/penny-maybe_965/index.html,Penny Maybe,default,668fe56b17cfcd4f,books,33.29,33.29,0.0,18,0,3
https://books.toscrape.com/catalogue/the-elephant-tree_968/index.html,The Elephant Tree,thriller,5dada2b7be26bd03,books,23.82,23.82,0.0,18,0,5
https://books.toscrape.com/catalogue/the-bear-and-the-piano_967/index.html,The Bear and the Piano,childrens,9f6568e9c95f60b0,books,36.89,36.89,0.0,18,0,1
https://books.toscrape.com/catalogue/worlds-elsewhere-journeys-around-shakespeares-globe_972/index.html,Worlds Elsewhere: Journeys Around Shakespeare’s Globe,nonfiction,4c28def39d850cdf,books,40.3,40.3,0.0,18,0,5
https://books.toscrape.com/catalogue/the-four-agreements-a-practical-guide-to-personal-freedom_970/index.html,The Four Agreements: A Practical Guide to Personal Freedom,spirituality,6258a1f6a6dcfe50,books,17.66,17.66,0.0,18,0,5
https://books.toscrape.com/catalogue/wall-and-piece_971/index.html,Wall and Piece,art,ccd9ffa25efabdea,books,44.18,44.18,0.0,18,0,4
https://books.toscrape.com/catalogue/the-five-love-languages-how-to-express-heartfelt-commitment-to-your-mate_969/index.html,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,nonfiction,3c039985229453bf,books,31.05,31.05,0.0,18,0,3
https://books.toscrape.com/catalogue/its-only-the-himalayas_981/index.html,It's Only the Himalayas,travel,a22124811bfa8350,books,45.17,45.17,0.0,19,0,2
https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",music,deda3e61b9514b83,books,57.25,57.25,0.0,19,0,3
https://books.toscrape.com/catalogue/aladdin-and-his-wonderful-lamp_973/index.html,Aladdin and His Wonderful Lamp,default,904208d6aa64b655,books,53.13,53.13,0.0,19,0,3
https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,default,c7d160c2c0de586f,books,22.5,22.5,0.0,19,0,3
https://books.toscrape.com/catalogue/chase-me-paris-nights-2_977/index.html,Chase Me (Paris Nights #2),romance,c2e46a2ee3b4a322,books,25.27,25.27,0.0,19,0,5
https://books.toscrape.com/catalogue/birdsong-a-story-in-pictures_975/index.html,Birdsong: A Story in Pictures,childrens,9528d0948525bf5f,books,54.64,54.64,0.0,19,0,3
https://books.toscrape.com/catalogue/black-dust_976/index.html,Black Dust,romance,00bfed9e18bb36f3,books,34.53,34.53,0.0,19,0,5
https://books.toscrape.com/catalogue/in-her-wake_980/index.html,In Her Wake,thriller,23356462d1320d61,books,12.84,12.84,0.0,19,0,1
https://books.toscrape.com/catalogue/foolproof-preserving-a-guide-to-small-batch-jams-jellies-pickles-condiments-and-more-a-foolproof-guide-to-making-small-batch-jams-jellies-pickles-condiments-and-more_978/index.html,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",food and drink,5674a18a29a43ced,books,30.52,30.52,0.0,19,0,3
https://books.toscrape.com/catalogue/the-secret-of-dreadwillow-carse_944/index.html,The Secret of Dreadwillow Carse,childrens,b5ea0b5dabed25a8,books,56.13,56.13,0.0,16,0,1
https://books.toscrape.com/catalogue/the-pioneer-woman-cooks-dinnertime-comfort-classics-freezer-food-16-minute-meals-and-other-delicious-ways-to-solve-supper_943/index.html,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",food and drink,142d767a56a9254d,books,56.41,56.41,0.0,16,0,1
https://books.toscrape.com/catalogue/the-torch-is-passed-a-harding-family-story_945/index.html,The Torch Is Passed: A Harding Family Story,add a comment,4eed62cf5f8d8edf,books,19.09,19.09,0.0,16,0,1
https://books.toscrape.com/catalogue/thirst_946/index.html,Thirst,fiction,709822d0b5bcb7f4,books,17.27,17.27,0.0,16,0,5
https://books.toscrape.com/catalogue/how-music-works_979/index.html,How Music Works,music,327f68a59745c102,books,37.32,37.32,0.0,19,0,2
https://books.toscrape.com/catalogue/this-one-summer_947/index.html,This One Summer,sequential art,51653ef291ab7ddc,books,19.49,19.49,0.0,16,0,4
https://books.toscrape.com/catalogue/throwing-rocks-at-the-google-bus-how-growth-became-the-enemy-of-prosperity_948/index.html,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,nonfiction,7858914fad68493c,books,31.12,31.12,0.0,16,0,3
https://books.toscrape.com/catalogue/unbound-how-eight-technologies-made-us-human-transformed-society-and-brought-our-world-to-the-brink_950/index.html,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",history,9a9d6e9bc555731e,books,25.52,25.52,0.0,16,0,1
https://books.toscrape.com/catalogue/untitled-collection-sabbath-poems-2014_953/index.html,Untitled Collection: Sabbath Poems 2014,poetry,657fe5ead67a7767,books,14.27,14.27,0.0,16,0,4
https://books.toscrape.com/catalogue/unicorn-tracks_951/index.html,Unicorn Tracks,fantasy,7ae099f3898e0209,books,18.78,18.78,0.0,16,0,3
https://books.toscrape.com/catalogue/unseen-city-the-majesty-of-pigeons-the-discreet-charm-of-snails-other-wonders-of-the-urban-wilderness_952/index.html,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",nonfiction,d170b5a0da46380e,books,44.18,44.18,0.0,16,0,4
https://books.toscrape.com/catalogue/we-love-you-charlie-freeman_954/index.html,"We Love You, Charlie Freeman",fiction,8d455c7539795d2a,books,50.27,50.27,0.0,16,0,5
https://books.toscrape.com/catalogue/tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),sequential art,09555be379ad9253,books,16.28,16.28,0.0,16,0,1
https://books.toscrape.com/catalogue/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html,The Natural History of Us (The Fine Art of Pretending #2),young adult,cedf82b5086e4691,books,45.22,45.22,0.0,16,0,3
https://books.toscrape.com/catalogue/without-borders-wanderlove-1_956/index.html,Without Borders (Wanderlove #1),new adult,acddfeab2a407640,books,45.07,45.07,0.0,16,0,2
https://books.toscrape.com/catalogue/higherselfie-wake-up-your-life-free-your-soul-find-your-tribe_957/index.html,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,nonfiction,c27f6e1f185b0383,books,23.11,23.11,0.0,17,0,5
https://books.toscrape.com/catalogue/private-paris-private-10_958/index.html,Private Paris (Private #10),fiction,b12b89017878a60d,books,47.61,47.61,0.0,17,0,5
https://books.toscrape.com/catalogue/the-past-never-ends_942/index.html,The Past Never Ends,mystery,5ee94540d0749ea0,books,56.5,56.5,0.0,16,0,4
https://books.toscrape.com/catalogue/when-we-collided_955/index.html,When We Collided,contemporary,3ecb690d1542c568,books,31.77,31.77,0.0,16,0,1
https://books.toscrape.com/catalogue/slow-states-of-collapse-poems_960/index.html,Slow States of Collapse: Poems,poetry,b4fd5943413e089a,books,57.31,57.31,0.0,17,0,3
https://books.toscrape.com/catalogue/the-age-of-genius-the-seventeenth-century-and-the-birth-of-the-modern-mind_929/index.html,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,history,a3d2a4250807f1e9,books,19.73,19.73,0.0,16,0,1
https://books.toscrape.com/catalogue/the-gutsy-girl-escapades-for-your-life-of-epic-adventure_934/index.html,The Gutsy Girl: Escapades for Your Life of Epic Adventure,nonfiction,acd86a5426e21ca0,books,37.13,37.13,0.0,16,0,1
https://books.toscrape.com/catalogue/the-art-forger_930/index.html,The Art Forger,add a comment,80cfab6bcff3a244,books,40.76,40.76,0.0,16,0,3
https://books.toscrape.com/catalogue/the-mindfulness-and-acceptance-workbook-for-anxiety-a-guide-to-breaking-free-from-anxiety-phobias-and-worry-using-acceptance-and-commitment-therapy_937/index.html,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",add a comment,31075275518532d7,books,23.89,23.89,0.0,16,0,4
https://books.toscrape.com/catalogue/the-life-changing-magic-of-tidying-up-the-japanese-art-of-decluttering-and-organizing_936/index.html,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,nonfiction,0da9aa9d24677fc0,books,16.77,16.77,0.0,16,0,3
https://books.toscrape.com/catalogue/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,science,aadee1c326d286e3,books,42.96,42.96,0.0,16,0,4
https://books.toscrape.com/catalogue/the-murder-that-never-was-forensic-instincts-5_939/index.html,The Murder That Never Was (Forensic Instincts #5),fiction,d01ac97e2b8947c2,books,54.11,54.11,0.0,16,0,3
